"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"367.imagick","12","tsan","(nil)","n/a","n/a","ImplTaskRegion1",0.264009,118.873,94791429,89978112213,242386553,224925940464,3136739,6248927750,352341,11930174,2413450,932031791,100335,9978532,2209564,7202210427,2074396,628595439,94791429,89978112213,217292641,174934518464,8220080,-7546433160,16873832,57537855160,1081344,52588919904,16595168,5028763512
"367.imagick","12","tsan","0x5c2b7a","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_image.c","n/a","ImplTaskRegion2",0.0340757,0.0340757,2203038,2203038,6796215,6796215,39485,39485,48326,48326,79931,79931,17789,17789,37973,37973,21497,21497,2203038,2203038,6480335,6480335,154408,154408,161472,161472,131808,131808,171976,171976
"367.imagick","12","tsan","0x5186fe","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_decorate.c","406","ImplTaskRegion3",0.00122142,0.00122142,98089,98089,383124,383124,6629,6629,12103,12103,17872,17872,3344,3344,7049,7049,4285,4285,98089,98089,330092,330092,23392,23392,29640,29640,22112,22112,34280,34280
"367.imagick","12","tsan","0x66ed57","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_shear.c","1474","ImplTaskRegion4",0.00110269,0.00110269,120828,120828,378222,378222,8848,8848,13697,13697,20277,20277,2390,2390,7568,7568,4324,4324,120828,120828,307438,307438,29360,29360,41424,41424,25952,25952,34592,34592
"367.imagick","12","tsan","0x66f066","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_shear.c","1694","ImplTaskRegion5",0.00584364,0.00584364,475022,475022,1848830,1848830,11770,11770,20611,20611,30358,30358,1938,1938,11623,11623,4724,4724,475022,475022,1754670,1754670,16680,16680,77480,77480,55192,55192,37792,37792
"367.imagick","12","tsan","0x6966b4","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_transform.c","650","ImplTaskRegion6",0.00239921,0.00239921,198461,198461,816871,816871,6950,6950,12077,12077,17202,17202,2065,2065,5777,5777,3040,3040,198461,198461,761271,761271,25904,25904,29696,29696,21896,21896,24320,24320
"367.imagick","12","tsan","0x65ae7e","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_resize.c","2091","ImplTaskRegion7",0.0605071,0.0605071,8959638,8959638,18549039,18549039,734178,734178,782879,782879,1318644,1318644,17282,17282,697057,697057,334886,334886,8959638,8959638,12675615,12675615,435224,435224,5438200,5438200,2897368,2897368,2679088,2679088
"367.imagick","12","tsan","0x65b43e","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_resize.c","2335","ImplTaskRegion8",1.17344,1.17344,189413965,189413965,458317700,458317700,15217074,15217074,829100,829100,13123379,13123379,27788,27788,19650096,19650096,9074643,9074643,189413965,189413965,336581108,336581108,-35241872,-35241872,156978464,156978464,84603624,84603624,72597144,72597144
"367.imagick","12","tsan","0x589f49","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_enhance.c","3554","ImplTaskRegion9",1.19722,1.19722,57970573,57970573,147526733,147526733,7593984,7593984,440600,440600,6795356,6795356,21773,21773,12172290,12172290,6003334,6003334,57970573,57970573,86774861,86774861,-36452264,-36452264,97204136,97204136,49351648,49351648,48026672,48026672
"367.imagick","12","tsan","0x561070","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_tsan-profiler.0000/magick_effect.c","1425","ImplTaskRegion10",1414.64,1414.64,1068109653757,1068109653757,2685763936565,2685763936565,75143349856,75143349856,113585037,113585037,11399787594,11399787594,108811862,108811862,86318989472,86318989472,27381488362,27381488362,1068109653757,1068109653757,2084617137717,2084617137717,-88534622032,-88534622032,689681420880,689681420880,471500008880,471500008880,219051906896,219051906896
