"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","12","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",1.01197,202.682,658667164,403937922136,1056992684,452230513924,47546429,10672067109,49643007,443039409,94163666,4956039171,11232798,155012309,18868881,545204117,9334530,299575586,658667164,403937922136,1009446255,441558446815,39910346,10281875301,7636083,390191808,9534351,245628531,9334530,299575586
"359.botsspar","12","ixe-base","0x406488","n/a","n/a","ImplTaskRegion2",8.32936,2348.13,3774305090,4811126184351,5227393185,5367072169612,200267466,126666941754,410214065,3116675937,573094798,55851797851,81917518,939696596,124569981,4818690096,59794842,2874908265,3774305090,4811126184351,5027125719,5240405227858,157615003,122787948254,42652463,3878993500,64775139,1943781831,59794842,2874908265
"359.botsspar","12","ixe-base","0x407479","n/a","n/a","ExplTaskRegion3",46.3334,46.3334,67229546879,67229546879,71500911370,71500911370,2913747834,2913747834,86871762,86871762,1289927829,1289927829,23496501,23496501,104591801,104591801,56917461,56917461,67229546879,67229546879,68587163536,68587163536,2832652534,2832652534,81095300,81095300,47674340,47674340,56917461,56917461
"359.botsspar","12","ixe-base","0x407517","n/a","n/a","ExplTaskRegion4",16.4459,16.4459,21656469923,21656469923,27400722120,27400722120,687871809,687871809,68623317,68623317,432505023,432505023,18838923,18838923,68028051,68028051,38539506,38539506,21656469923,21656469923,26712850311,26712850311,638682681,638682681,49189128,49189128,29488545,29488545,38539506,38539506
"359.botsspar","12","ixe-base","0x40760b","n/a","n/a","ExplTaskRegion5",2277.02,2277.02,4718465862459,4718465862459,5262943142937,5262943142937,122865054645,122865054645,2550966793,2550966793,53556270201,53556270201,815443654,815443654,4521500263,4521500263,2719656456,2719656456,4718465862459,4718465862459,5140078088292,5140078088292,119158998036,119158998036,3706056609,3706056609,1801843807,1801843807,2719656456,2719656456
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","12","base","(nil)","n/a","n/a","ImplTaskRegion1",0.0655999,8.94984,13015019,9096617094,324106,18447414907,169275,144289017,31607,4479958,198838,82989714,20948,162863,131646,20375201,17322,9856994,13015019,9096617094,154831,18303125890,58577,124076679,110698,20212338,114324,10518207,17322,9856994
"359.botsspar","12","base","0x402a85","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","222","ImplTaskRegion2",0.0977068,105.105,77008659,107892163180,158800720,219446060804,2595448,1685551789,1803292,32088841,3937939,924383966,53274,1035127,2492675,171801597,888926,106594901,77008659,107892163180,156205272,217760509015,156047,1514785319,2439401,170766470,1603749,65206696,888926,106594901
"359.botsspar","12","base","0x403813","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","230","ExplTaskRegion3",0.912503,0.912503,1302083624,1302083624,3915816880,3915816880,8666527,8666527,714893,714893,8245672,8245672,53557,53557,3795443,3795443,2217315,2217315,1302083624,1302083624,3907150353,3907150353,4924641,4924641,3741886,3741886,1578128,1578128,2217315,2217315
"359.botsspar","12","base","0x4038ae","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","237","ExplTaskRegion4",0.89603,0.89603,1331244208,1331244208,3901890783,3901890783,6237948,6237948,569398,569398,1413472,1413472,25224,25224,2264932,2264932,1362245,1362245,1331244208,1331244208,3895652835,3895652835,3998240,3998240,2239708,2239708,902687,902687,1362245,1362245
"359.botsspar","12","base","0x40397b","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","249","ExplTaskRegion5",103.198,103.198,105181826689,105181826689,211469552421,211469552421,1668051866,1668051866,29001258,29001258,910786883,910786883,903072,903072,163248547,163248547,102126415,102126415,105181826689,105181826689,209801500555,209801500555,1505706391,1505706391,162345475,162345475,61122132,61122132,102126415,102126415
