"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"372.smithwa","48","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",0.858376,74.2738,503112620,49309325593,698258368,62709881964,34983758,2205605986,54244363,111874384,85767762,1296169754,12407212,24248909,20106250,118662950,11192341,64877919,503112620,49309325593,663274610,60504275978,27284720,2111191945,7699038,94414041,8913909,53785031,11192341,64877919
"372.smithwa","48","ixe-base","0x4030fc","n/a","n/a","ImplTaskRegion2",11.0981,11.0981,2920836164,2920836164,6887110527,6887110527,37701756,37701756,28995459,28995459,56224872,56224872,6836527,6836527,13545266,13545266,8208339,8208339,2920836164,2920836164,6849408771,6849408771,30993017,30993017,6708739,6708739,5336927,5336927,8208339,8208339
"372.smithwa","48","ixe-base","0x403db5","n/a","n/a","ImplTaskRegion3",1495.38,1495.38,2166761409400,2166761409400,2589579068022,2589579068022,100644129924,100644129924,471726606,471726606,52362322800,52362322800,18109997,18109997,1279901784,1279901784,764838367,764838367,2166761409400,2166761409400,2488934938098,2488934938098,99382338137,99382338137,1261791787,1261791787,515063417,515063417,764838367,764838367
"372.smithwa","48","ixe-base","0x40787b","n/a","n/a","ImplTaskRegion4",1564.13,1564.13,20227771656,20227771656,39583944426,39583944426,1373394982,1373394982,98336658,98336658,1417788218,1417788218,27664315,27664315,1703160829,1703160829,1009840362,1009840362,20227771656,20227771656,38210549444,38210549444,-302101532,-302101532,1675496514,1675496514,693320467,693320467,1009840362,1009840362
"372.smithwa","48","ixe-base","0x40b3f5","n/a","n/a","ImplTaskRegion5",97.8615,97.8615,9895644449,9895644449,34524848653,34524848653,240920144,240920144,40691145,40691145,174510279,174510279,4259507,4259507,132224577,132224577,87591495,87591495,9895644449,9895644449,34283928509,34283928509,112955074,112955074,127965070,127965070,44633082,44633082,87591495,87591495
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"372.smithwa","48","base","(nil)","n/a","n/a","ImplTaskRegion1",0.00604415,1.66965,281200,1816790156,565042,5454103283,34457,96847890,24790,65461,44697,3159530,21287,32270,46029,111611,29520,53484,281200,1816790156,530585,5357255393,9715,96768549,24742,79341,16509,58127,29520,53484
"372.smithwa","48","base","0x4023b5","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/372.smithwa/build/build_base_base-profiler.0000/verifyData.c","46","ImplTaskRegion2",0.00992775,0.00992775,177669,177669,234222,234222,25868,25868,63932,63932,87603,87603,25801,25801,38232,38232,20232,20232,177669,177669,208354,208354,13437,13437,12431,12431,18000,18000,20232,20232
"372.smithwa","48","base","0x402cbc","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/372.smithwa/build/build_base_base-profiler.0000/pairwiseAlign.c","394","ImplTaskRegion3",74.4332,74.4332,86586359052,86586359052,259737029167,259737029167,4605267842,4605267842,276099,276099,114983122,114983122,34252,34252,370846,370846,53982,53982,86586359052,86586359052,255131761325,255131761325,4604931248,4604931248,336594,336594,316864,316864,53982,53982
"372.smithwa","48","base","0x4057a9","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/372.smithwa/build/build_base_base-profiler.0000/scanBackward.c","957","ImplTaskRegion4",0.595666,0.595666,177346219,177346219,69955133,69955133,36370546,36370546,109980,109980,36052887,36052887,43334,43334,1394469,1394469,83902,83902,177346219,177346219,33584587,33584587,35019411,35019411,1351135,1351135,1310567,1310567,83902,83902
"372.smithwa","48","base","0x40812c","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/372.smithwa/build/build_base_base-profiler.0000/mergeAlignment.c","160","ImplTaskRegion5",0.0196586,0.0196586,3583868,3583868,15482082,15482082,81910,81910,32696,32696,79999,79999,13615,13615,91543,91543,55131,55131,3583868,3583868,15400172,15400172,3982,3982,77928,77928,36412,36412,55131,55131
