"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"372.smithwa","12","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",0.773141,117.711,487804326,182923324058,672642082,220104214096,33937807,8507331732,53303215,190269082,84020987,4709560285,12379945,43066258,19785440,416290433,9235048,101755998,487804326,182923324058,638704275,211596882364,26532312,8134107557,7405495,373224175,10550392,314534435,9235048,101755998
"372.smithwa","12","ixe-base","0x4030fc","n/a","n/a","ImplTaskRegion2",4.11144,4.11144,1043359025,1043359025,1816593367,1816593367,54785043,54785043,81955076,81955076,131552536,131552536,19114967,19114967,31414053,31414053,15498551,15498551,1043359025,1043359025,1761808324,1761808324,42485957,42485957,12299086,12299086,15915502,15915502,15498551,15498551
"372.smithwa","12","ixe-base","0x403db5","n/a","n/a","ImplTaskRegion3",1215.05,1215.05,2159433052190,2159433052190,2583367636030,2583367636030,100479147433,100479147433,332567482,332567482,52809732297,52809732297,61157330,61157330,3956112373,3956112373,950629334,950629334,2159433052190,2159433052190,2482888488597,2482888488597,96584192390,96584192390,3894955043,3894955043,3005483039,3005483039,950629334,950629334
"372.smithwa","12","ixe-base","0x40787b","n/a","n/a","ImplTaskRegion4",132.772,132.772,9614288663,9614288663,19773319055,19773319055,786397314,786397314,37226048,37226048,680702159,680702159,13112852,13112852,605631185,605631185,291474591,291474591,9614288663,9614288663,18986921741,18986921741,193878981,193878981,592518333,592518333,314156594,314156594,291474591,291474591
"372.smithwa","12","ixe-base","0x40b3f5","n/a","n/a","ImplTaskRegion5",3.53689,3.53689,1070316201,1070316201,3125330696,3125330696,38729334,38729334,15924770,15924770,37503204,37503204,3341731,3341731,13668700,13668700,6535366,6535366,1070316201,1070316201,3086601362,3086601362,28402365,28402365,10326969,10326969,7133334,7133334,6535366,6535366
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"372.smithwa","12","base","(nil)","n/a","n/a","ImplTaskRegion1",0.00485802,4.92837,136332,7211712653,256922,21605136355,14593,385414221,24605,57008,34532,11726911,21083,33122,32688,1152733,18497,40426,136332,7211712653,242329,21219722134,2988,384294610,11605,1119611,14191,1112307,18497,40426
"372.smithwa","12","base","0x4023b5","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/372.smithwa/build/build_base_base-profiler.0000/verifyData.c","46","ImplTaskRegion2",0.00290084,0.00290084,51102,51102,68971,68971,7114,7114,19719,19719,26170,26170,9177,9177,12848,12848,8557,8557,51102,51102,61857,61857,3443,3443,3671,3671,4291,4291,8557,8557
"372.smithwa","12","base","0x402cbc","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/372.smithwa/build/build_base_base-profiler.0000/pairwiseAlign.c","394","ImplTaskRegion3",58.7299,58.7299,86309780296,86309780296,258920481942,258920481942,4591144689,4591144689,145492,145492,109781842,109781842,28524,28524,27020670,27020670,34579,34579,86309780296,86309780296,254329337253,254329337253,4564152543,4564152543,26992146,26992146,26986091,26986091,34579,34579
