"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","24","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",5.39123,74.277,4117454728,41145703919,8521641832,63824197046,257184653,6492598523,150240705,372737159,336565729,2334412184,23195700,65539223,43569507,537088853,29472908,436403077,4117454728,41145703919,8264457179,57331598523,236810846,6021048893,20373807,471549630,14096599,100685776,29472908,436403077
"360.ilbdc","24","ixe-base","0x40411b","n/a","n/a","ImplTaskRegion2",6.23963,6.23963,1717565661,1717565661,3701358373,3701358373,58596120,58596120,85974537,85974537,138792104,138792104,19787977,19787977,33090902,33090902,23981540,23981540,1717565661,1717565661,3642762253,3642762253,45293195,45293195,13302925,13302925,9109362,9109362,23981540,23981540
"360.ilbdc","24","ixe-base","0x40ca27","n/a","n/a","ImplTaskRegion3",1.54376,1.54376,216977385,216977385,307037915,307037915,26748371,26748371,10587169,10587169,22003011,22003011,2700546,2700546,10935705,10935705,6223315,6223315,216977385,216977385,280289544,280289544,18513212,18513212,8235159,8235159,4712390,4712390,6223315,6223315
"360.ilbdc","24","ixe-base","0x40cc3c","n/a","n/a","ImplTaskRegion4",8.77482,8.77482,516242639,516242639,672306723,672306723,71477301,71477301,2960190,2960190,37324786,37324786,557545,557545,42088724,42088724,22059030,22059030,516242639,516242639,600829422,600829422,29946122,29946122,41531179,41531179,20029694,20029694,22059030,22059030
"360.ilbdc","24","ixe-base","0x40cca7","n/a","n/a","ImplTaskRegion5",15.9891,15.9891,534761382,534761382,708123352,708123352,80118821,80118821,3663321,3663321,46760825,46760825,530350,530350,49987826,49987826,25646855,25646855,534761382,534761382,628004531,628004531,30661345,30661345,49457476,49457476,24340971,24340971,25646855,25646855
"360.ilbdc","24","ixe-base","0x40b34e","n/a","n/a","ImplTaskRegion6",1452.34,1452.34,790919575829,790919575829,1169004179738,1169004179738,145421585125,145421585125,743335974,743335974,41666504400,41666504400,252048237,252048237,12472976118,12472976118,11205904131,11205904131,790919575829,790919575829,1023582594613,1023582594613,133200657244,133200657244,12220927881,12220927881,1267071987,1267071987,11205904131,11205904131
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","24","base","(nil)","n/a","n/a","ImplTaskRegion1",0.145362,6.52166,160729313,1654660305,532658993,4822719409,3845896,244094987,235293,1144141,2384494,152571474,191358,930300,3895889,240403111,3434965,229763774,160729313,1654660305,528813097,4578624422,141365,4622176,3704531,239472811,460924,10639337,3434965,229763774
"360.ilbdc","24","base","0x402c5e","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/mod_benchgeo.fppized.f90","36","ImplTaskRegion2",0.0100238,0.0100238,383049,383049,133406,133406,49578,49578,34877,34877,76364,76364,15022,15022,55610,55610,28139,28139,383049,383049,83828,83828,8990,8990,40588,40588,27471,27471,28139,28139
"360.ilbdc","24","base","0x408e50","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/ilbdc-kernel.fppized.f90","129","ImplTaskRegion3",0.0338728,0.0338728,7724582,7724582,5358820,5358820,1054469,1054469,18002,18002,866069,866069,11317,11317,1062404,1062404,618172,618172,7724582,7724582,4304351,4304351,3382,3382,1051087,1051087,444232,444232,618172,618172
"360.ilbdc","24","base","0x408fc6","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/ilbdc-kernel.fppized.f90","147","ImplTaskRegion4",0.284583,0.284583,18291433,18291433,79439,79439,2293092,2293092,15824,15824,2277955,2277955,11400,11400,2306828,2306828,2251126,2251126,18291433,18291433,-2213653,-2213653,-2336,-2336,2295428,2295428,55702,55702,2251126,2251126
"360.ilbdc","24","base","0x409000","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/ilbdc-kernel.fppized.f90","154","ImplTaskRegion5",0.293081,0.293081,18287503,18287503,74529,74529,2292236,2292236,15245,15245,2272942,2272942,10742,10742,2301092,2301092,2240818,2240818,18287503,18287503,-2217707,-2217707,1886,1886,2290350,2290350,60274,60274,2240818,2240818
"360.ilbdc","24","base","0x407dbe","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/mod_relax.fppized.f90","26","ImplTaskRegion6",148.073,148.073,35567725064,35567725064,101868560327,101868560327,5760372506,5760372506,12321513,12321513,3635034941,3635034941,10502341,10502341,5659734682,5659734682,5458627219,5458627219,35567725064,35567725064,96108187821,96108187821,111140165,111140165,5649232341,5649232341,201107463,201107463,5458627219,5458627219
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","24","ixe-detail","(nil)","n/a","n/a","ImplTaskRegion1",15.8989,813.419,21792038707,493047148543,37250560455,1056355591369,1069907494,76680377169,340458403,1424327886,896336345,35019806868,25668036,129401054,127949140,7010638839,110862076,6007495061,21792038707,493047148543,36180652961,979675214200,967626390,69799139384,102281104,6881237785,17087064,1003143778,110862076,6007495061
"360.ilbdc","24","ixe-detail","0x40411b","n/a","n/a","ImplTaskRegion2",6.16152,6.16152,859834170,859834170,1224667968,1224667968,61653359,61653359,87652548,87652548,142362912,142362912,20508414,20508414,34881109,34881109,25273662,25273662,859834170,859834170,1163014609,1163014609,47280664,47280664,14372695,14372695,9607447,9607447,25273662,25273662
"360.ilbdc","24","ixe-detail","0x40ca27","n/a","n/a","ImplTaskRegion3",10.5747,10.5747,1170354879,1170354879,2105631928,2105631928,76589963,76589963,11661394,11661394,62421568,62421568,2662421,2662421,33396520,33396520,18012164,18012164,1170354879,1170354879,2029041965,2029041965,45855864,45855864,30734099,30734099,15384356,15384356,18012164,18012164
"360.ilbdc","24","ixe-detail","0x40cc3c","n/a","n/a","ImplTaskRegion4",15.9785,15.9785,2777753193,2777753193,5272838571,5272838571,373171824,373171824,5854694,5854694,161152701,161152701,1115562,1115562,84277229,84277229,44934168,44934168,2777753193,2777753193,4899666747,4899666747,290010157,290010157,83161667,83161667,39343061,39343061,44934168,44934168
"360.ilbdc","24","ixe-detail","0x40cca7","n/a","n/a","ImplTaskRegion5",16.5076,16.5076,2763253955,2763253955,5199527640,5199527640,372843654,372843654,5932429,5932429,161305255,161305255,1194009,1194009,84924526,84924526,45303942,45303942,2763253955,2763253955,4826683986,4826683986,289113137,289113137,83730517,83730517,39620584,39620584,45303942,45303942
"360.ilbdc","24","ixe-detail","0x40b34e","n/a","n/a","ImplTaskRegion6",18359.2,18359.2,11068181372803,11068181372803,24285504558323,24285504558323,1757910439354,1757910439354,12518902757,12518902757,745994769396,745994769396,1366662846,1366662846,151515794767,151515794767,130972775163,130972775163,11068181372803,11068181372803,22527594118969,22527594118969,1607761307433,1607761307433,150149131921,150149131921,20543019604,20543019604,130972775163,130972775163
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","24","archer-noread","(nil)","n/a","n/a","ImplTaskRegion1",2.28968,67.2917,1866262952,20472473164,4337288588,48075792780,40132654,1827440959,537868,4840452,25902981,1152392102,379976,4003940,36664188,1480607480,35910911,1476813648,1866262952,20472473164,4297155934,46248351821,3848442,350837419,36284212,1476603540,753277,3793832,35910911,1476813648
"360.ilbdc","24","archer-noread","0x4c3c74","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_archer-noread-profiler.0000/mod_benchgeo.fppized.f90","36","ImplTaskRegion2",0.168783,0.168783,9107458,9107458,14070981,14070981,265817,265817,165129,165129,384033,384033,34527,34527,207775,207775,64632,64632,9107458,9107458,13805164,13805164,92569,92569,173248,173248,143143,143143,64632,64632
"360.ilbdc","24","archer-noread","0x4cf263","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_archer-noread-profiler.0000/ilbdc-kernel.fppized.f90","129","ImplTaskRegion3",3.10405,3.10405,275105442,275105442,587581438,587581438,7058354,7058354,635267,635267,7103062,7103062,42417,42417,5496528,5496528,2006755,2006755,275105442,275105442,580523084,580523084,1604243,1604243,5454111,5454111,3489773,3489773,2006755,2006755
"360.ilbdc","24","archer-noread","0x4cf45f","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_archer-noread-profiler.0000/ilbdc-kernel.fppized.f90","147","ImplTaskRegion4",6.19125,6.19125,145291876,145291876,255825820,255825820,19308026,19308026,326980,326980,13035493,13035493,48970,48970,12630921,12630921,4745111,4745111,145291876,145291876,236517794,236517794,6726075,6726075,12581951,12581951,7885810,7885810,4745111,4745111
"360.ilbdc","24","archer-noread","0x4cf4bd","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_archer-noread-profiler.0000/ilbdc-kernel.fppized.f90","154","ImplTaskRegion5",6.17378,6.17378,145288655,145288655,255819430,255819430,19286910,19286910,113445,113445,12814484,12814484,38634,38634,12613211,12613211,4737039,4737039,145288655,145288655,236532520,236532520,6712333,6712333,12574577,12574577,7876172,7876172,4737039,4737039
"360.ilbdc","24","archer-noread","0x4cdf92","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_archer-noread-profiler.0000/mod_relax.fppized.f90","142","ImplTaskRegion6",1516.44,1516.44,451450394818,451450394818,1060216955249,1060216955249,43370892356,43370892356,64340216,64340216,27296507611,27296507611,58674993,58674993,35072711495,35072711495,31156274571,31156274571,451450394818,451450394818,1016846062893,1016846062893,8356855854,8356855854,35014036502,35014036502,3916436924,3916436924,31156274571,31156274571
