"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"370.mgrid331","48","tsan","(nil)","n/a","n/a","ImplTaskRegion1",0.0714858,2130,9368351,40979182531,16303282,112200318062,1975207,4782305283,2163698,22405133,3933504,2991112805,656616,6304576,1535496,5525274458,1297550,3799145403,9368351,40979182531,501626,73941875798,8770616,-5893316792,7031040,44151759056,1903568,13809032440,10380400,30393163224
"370.mgrid331","48","tsan","0x4c8c7b","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","1421","ImplTaskRegion2",34.6638,34.6638,529526673,529526673,1229517170,1229517170,36997812,36997812,1461385,1461385,18420312,18420312,132161,132161,35380465,35380465,30698902,30698902,529526673,529526673,933534674,933534674,13996064,13996064,281986432,281986432,37452504,37452504,245591216,245591216
"370.mgrid331","48","tsan","0x4c8094","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","1421","ImplTaskRegion3",34.2377,34.2377,530773108,530773108,1207467167,1207467167,37099455,37099455,1332832,1332832,18483747,18483747,96179,96179,35558477,35558477,31358062,31358062,530773108,530773108,910671527,910671527,13097256,13097256,283698384,283698384,33603320,33603320,250864496,250864496
"370.mgrid331","48","tsan","0x4c85d2","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","1109","ImplTaskRegion4",0.834244,0.834244,600386998,600386998,980934522,980934522,43343046,43343046,73439,73439,9614795,9614795,66249,66249,43566964,43566964,42824596,42824596,600386998,600386998,634190154,634190154,-1261352,-1261352,348005720,348005720,5938944,5938944,342596768,342596768
"370.mgrid331","48","tsan","0x4c86ec","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","1126","ImplTaskRegion5",0.742715,0.742715,416507305,416507305,1113033753,1113033753,42921028,42921028,190283,190283,1290144,1290144,139505,139505,43228747,43228747,42497544,42497544,416507305,416507305,769665529,769665529,-1345712,-1345712,344713936,344713936,5849624,5849624,339980352,339980352
"370.mgrid331","48","tsan","0x4c87ae","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","1236","ImplTaskRegion6",0.751897,0.751897,277237018,277237018,561223186,561223186,43156070,43156070,54606,54606,8773413,8773413,44700,44700,43232374,43232374,42501575,42501575,277237018,277237018,215974626,215974626,-252832,-252832,345501392,345501392,5846392,5846392,340012600,340012600
"370.mgrid331","48","tsan","0x4c8ac2","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","1008","ImplTaskRegion7",0.082355,0.082355,27103576,27103576,54186466,54186466,2976397,2976397,58892,58892,1929467,1929467,54091,54091,3198006,3198006,2974185,2974185,27103576,27103576,30375290,30375290,-1340144,-1340144,25151320,25151320,1790568,1790568,23793480,23793480
"370.mgrid331","48","tsan","0x4c7cca","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","944","ImplTaskRegion8",2.47807,2.47807,1463087335,1463087335,2949592951,2949592951,93229395,93229395,182786,182786,9701173,9701173,162395,162395,93458230,93458230,91297563,91297563,1463087335,1463087335,2203757791,2203757791,-531520,-531520,746366680,746366680,17285336,17285336,730380504,730380504
"370.mgrid331","48","tsan","0x4cb205","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","606","ImplTaskRegion9",63802.9,63802.9,1520180143956,1520180143956,3515838216901,3515838216901,137864430712,137864430712,439429224,439429224,85782602148,85782602148,125213819,125213819,166999420146,166999420146,120907390307,120907390307,1520180143956,1520180143956,2412922771205,2412922771205,-232078204920,-232078204920,1334993650616,1334993650616,368736238712,368736238712,967259122456,967259122456
"370.mgrid331","48","tsan","0x4cb2d3","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/370.mgrid331/build/build_base_tsan-profiler.0000/mg.fppized.f","1008","ImplTaskRegion10",36.8184,36.8184,6309141151,6309141151,15548216299,15548216299,551875789,551875789,27342125,27342125,371738565,371738565,15670914,15670914,600252758,600252758,564117021,564117021,6309141151,6309141151,11133209987,11133209987,-261648440,-261648440,4676654752,4676654752,289085896,289085896,4512936168,4512936168
