"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"363.swim","48","tsan","(nil)","n/a","n/a","ImplTaskRegion1",0.921244,25.5409,747619532,17574221068,1155682645,38657386521,29216437,1378981696,18585484,23482376,38569665,943382170,2737454,6535417,31221874,1258143759,30139755,1138857706,747619532,17574221068,921951149,27625532953,5856136,1018986832,227875360,10012866736,8656952,954288424,241118040,9110861648
"363.swim","48","tsan","0x4c5244","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","215","ImplTaskRegion2",7.15776,7.15776,143792138,143792138,381696411,381696411,4578391,4578391,2539010,2539010,6014378,6014378,118485,118485,3027973,3027973,853283,853283,143792138,143792138,345069283,345069283,13351224,13351224,23275904,23275904,17397520,17397520,6826264,6826264
"363.swim","48","tsan","0x4c5277","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","225","ImplTaskRegion3",6.48793,6.48793,98351983,98351983,266534829,266534829,7654615,7654615,288410,288410,5910989,5910989,36982,36982,5434483,5434483,3457532,3457532,98351983,98351983,205297909,205297909,18056912,18056912,43180008,43180008,15815608,15815608,27660256,27660256
"363.swim","48","tsan","0x4c52a8","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","236","ImplTaskRegion4",0.0368931,0.0368931,1944421,1944421,9936906,9936906,35973,35973,18273,18273,49680,49680,6168,6168,30470,30470,23236,23236,1944421,1944421,9649122,9649122,93368,93368,194416,194416,57872,57872,185888,185888
"363.swim","48","tsan","0x4c5630","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","246","ImplTaskRegion5",9.8567,9.8567,137419241,137419241,378056208,378056208,12038534,12038534,331379,331379,9271260,9271260,33390,33390,11069480,11069480,8005654,8005654,137419241,137419241,281747936,281747936,8019552,8019552,88288720,88288720,24510608,24510608,64045232,64045232
"363.swim","48","tsan","0x4c4af8","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","255","ImplTaskRegion6",264.163,264.163,185242512143,185242512143,463914567865,463914567865,15355391225,15355391225,28121012,28121012,12492059198,12492059198,22403384,22403384,11542706482,11542706482,11308033757,11308033757,185242512143,185242512143,341071438065,341071438065,30680705016,30680705016,92162424784,92162424784,1877381800,1877381800,90464270056,90464270056
"363.swim","48","tsan","0x4c4b29","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","298","ImplTaskRegion7",8.24166,8.24166,467916703,467916703,2202685487,2202685487,42694486,42694486,7982968,7982968,45761325,45761325,3191051,3191051,39192379,39192379,35918840,35918840,467916703,467916703,1861129599,1861129599,53545264,53545264,288010624,288010624,26188312,26188312,287350720,287350720
"363.swim","48","tsan","0x4c4838","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","313","ImplTaskRegion8",329.891,329.891,200539301589,200539301589,496999611969,496999611969,21546407313,21546407313,34508567,34508567,15590469586,15590469586,29094878,29094878,18406684424,18406684424,16489917813,16489917813,200539301589,200539301589,324628353465,324628353465,25350542136,25350542136,147020716368,147020716368,15334132888,15334132888,131919342504,131919342504
"363.swim","48","tsan","0x4c4869","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","357","ImplTaskRegion9",24.3768,24.3768,1261605683,1261605683,6398351722,6398351722,33111416,33111416,9344525,9344525,40530393,40530393,3776501,3776501,30583144,30583144,27676601,27676601,1261605683,1261605683,6133460394,6133460394,50438184,50438184,214453144,214453144,23252344,23252344,221412808,221412808
"363.swim","48","tsan","0x4c5d5f","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/363.swim/build/build_base_tsan-profiler.0000/swim.f","124","ImplTaskRegion10",100.097,100.097,39936122756,39936122756,112745956067,112745956067,4584940772,4584940772,20104944,20104944,2559786237,2559786237,16751381,16751381,4749060257,4749060257,4620818304,4620818304,39936122756,39936122756,76066429891,76066429891,-1178944832,-1178944832,37858471008,37858471008,1025935624,1025935624,36966546432,36966546432
