"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","24","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",1.0202,131.32,657742005,206814365717,1056005905,237802293129,47312780,5470102057,49062675,299376809,93349338,2686804962,10904038,85877955,18488276,343217623,6096530,174046747,657742005,206814365717,1008693125,232332191072,39728542,5212762389,7584238,257339668,12391746,169170876,6096530,174046747
"359.botsspar","24","ixe-base","0x406488","n/a","n/a","ImplTaskRegion2",12.8323,2910.77,5317226946,4817244431054,8462807472,5474297997643,210578956,126646179633,411593457,3319526116,578215240,57175188437,50687847,930823015,123205138,5225890527,49818395,3064674662,5317226946,4817244431054,8252228516,5347651818010,138061665,122351112121,72517291,4295067512,73386743,2161215865,49818395,3064674662
"359.botsspar","24","ixe-base","0x407479","n/a","n/a","ExplTaskRegion3",61.912,61.912,69219686398,69219686398,77790394428,77790394428,2973771230,2973771230,96193163,96193163,1339150761,1339150761,25609783,25609783,126361972,126361972,68483299,68483299,69219686398,69219686398,74816623198,74816623198,2873019041,2873019041,100752189,100752189,57878673,57878673,68483299,68483299
"359.botsspar","24","ixe-base","0x407517","n/a","n/a","ExplTaskRegion4",21.8277,21.8277,21760191451,21760191451,28602297749,28602297749,702483305,702483305,73065462,73065462,443785256,443785256,20886012,20886012,81924147,81924147,45966289,45966289,21760191451,21760191451,27899814444,27899814444,641445170,641445170,61038135,61038135,35957858,35957858,45966289,45966289
"359.botsspar","24","ixe-base","0x40760b","n/a","n/a","ExplTaskRegion5",2814.19,2814.19,4720947326259,4720947326259,5359442497994,5359442497994,122759346142,122759346142,2738674034,2738674034,54814037180,54814037180,833639373,833639373,4894399270,4894399270,2900406679,2900406679,4720947326259,4720947326259,5236683151852,5236683151852,118698586245,118698586245,4060759897,4060759897,1993992591,1993992591,2900406679,2900406679
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","24","base","(nil)","n/a","n/a","ImplTaskRegion1",0.0640631,5.3179,13015516,4595163350,324865,9286788954,166203,74380839,31477,2864823,195787,43988154,20645,106209,129715,14594032,17408,8410643,13015516,4595163350,158662,9212408115,57133,59893016,109070,14487823,112307,6183389,17408,8410643
"359.botsspar","24","base","0x402a85","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","222","ImplTaskRegion2",0.105689,122.797,72886505,107888221491,150253341,219437727208,2162159,1700579427,1201321,35076489,2933531,937059136,39517,1387098,2699244,197801260,1134089,119251310,72886505,107888221491,148091182,217737147781,-497568,1504165265,2659727,196414162,1565155,78549950,1134089,119251310
"359.botsspar","24","base","0x403813","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","230","ExplTaskRegion3",1.06352,1.06352,1302146213,1302146213,3915890620,3915890620,9447751,9447751,860289,860289,8930406,8930406,102498,102498,4927031,4927031,2751405,2751405,1302146213,1302146213,3906442869,3906442869,4623218,4623218,4824533,4824533,2175626,2175626,2751405,2751405
"359.botsspar","24","base","0x4038ae","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","237","ExplTaskRegion4",1.03758,1.03758,1331283221,1331283221,3901935826,3901935826,6455223,6455223,659333,659333,1563058,1563058,48109,48109,2522114,2522114,1465265,1465265,1331283221,1331283221,3895480603,3895480603,3981218,3981218,2474005,2474005,1056849,1056849,1465265,1465265
"359.botsspar","24","base","0x40397b","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_base-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","249","ExplTaskRegion5",120.591,120.591,105181905552,105181905552,211469647421,211469647421,1682514294,1682514294,32355546,32355546,923632141,923632141,1196974,1196974,187652871,187652871,113900551,113900551,105181905552,105181905552,209787133127,209787133127,1496058397,1496058397,186455897,186455897,73752320,73752320,113900551,113900551
