"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","24","tsan","(nil)","n/a","n/a","ImplTaskRegion1",0.260512,95.8032,147925099,79262565372,219209505,189474276101,5662069,2241815614,237584,5706701,2445301,1537394280,54802,2792098,4651597,1006903529,888350,389754751,147925099,79262565372,173912953,171539751189,8522192,9901633464,36774360,8032891448,30105976,4937190224,7106800,3118038008
"359.botsspar","24","tsan","0x4c43bb","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_tsan-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","222","ImplTaskRegion2",77.0643,2292.43,22656660938,1688599678217,49827606890,4088614891663,805446869,55592418039,48925081,125545892,833279340,38705821507,38800788,75821989,1924454740,33760410556,1013264599,16345080681,22656660938,1688599678217,43384031938,3643875547351,-8641656664,175262635776,15085231616,269476708536,7289521128,139322639000,8106116792,130760645448
"359.botsspar","24","tsan","0x4c5ee2","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_tsan-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","230","ExplTaskRegion3",75.0418,75.0418,45722884939,45722884939,91960532449,91960532449,2292019153,2292019153,3085259,3085259,1304333989,1304333989,1337614,1337614,4348220424,4348220424,2075773817,2075773817,45722884939,45722884939,73624379225,73624379225,-16438909256,-16438909256,34775062480,34775062480,18179572856,18179572856,16606190536,16606190536
"359.botsspar","24","tsan","0x4c6092","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_tsan-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","237","ExplTaskRegion4",52.1293,52.1293,31856318762,31856318762,74152921559,74152921559,864956455,864956455,2350094,2350094,516675677,516675677,996155,996155,1135103145,1135103145,499317647,499317647,31856318762,31856318762,67233269919,67233269919,-2153204280,-2153204280,9072855920,9072855920,5086283984,5086283984,3994541176,3994541176
"359.botsspar","24","tsan","0x4c621f","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_tsan-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","249","ExplTaskRegion5",2088.2,2088.2,1588363813578,1588363813578,3872673830765,3872673830765,51629995562,51629995562,71185458,71185458,36051532501,36051532501,34687432,34687432,26352632247,26352632247,12756724618,12756724618,1588363813578,1588363813578,3459633866269,3459633866269,202496405976,202496405976,210543558520,210543558520,108767261032,108767261032,102053796944,102053796944
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","24","archer-sampling","(nil)","n/a","n/a","ImplTaskRegion1",0.282071,176.078,186358522,114500533281,270424725,242747604562,5675999,2532089964,289610,13514062,2542465,1842240209,54492,5433659,4697466,856026479,1678422,544773339,186358522,114500533281,225016733,222490884850,8264200,13451977152,37143792,6804742560,24152352,2490025120,13427376,4358186712
"359.botsspar","24","archer-sampling","0x4c5aeb","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-sampling-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","222","ImplTaskRegion2",95.7239,4218.43,27964828106,2675499823804,62092748130,5797797354322,951503767,71667748777,45254739,336506532,975884012,49907939700,24885820,127039191,2277849523,44241701007,1244096721,18757123261,27964828106,2675499823804,54480717994,5224455364106,-10411679488,220424695688,18023709624,352917294528,8270022416,203876621968,9952773768,150056986088
"359.botsspar","24","archer-sampling","0x4c7612","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-sampling-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","230","ExplTaskRegion3",79.8466,79.8466,40997568060,40997568060,90591502966,90591502966,1343044742,1343044742,8134849,8134849,699643732,699643732,2642291,2642291,1920462936,1920462936,904786170,904786170,40997568060,40997568060,79847145030,79847145030,-4598207224,-4598207224,15342565160,15342565160,8125414128,8125414128,7238289360,7238289360
"359.botsspar","24","archer-sampling","0x4c77c2","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-sampling-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","237","ExplTaskRegion4",61.3986,61.3986,40166603804,40166603804,86378534866,86378534866,695582710,695582710,5184381,5184381,375305029,375305029,2065439,2065439,816964666,816964666,354712421,354712421,40166603804,40166603804,80813873186,80813873186,-954532136,-954532136,6519193816,6519193816,3698017960,3698017960,2837699368,2837699368
"359.botsspar","24","archer-sampling","0x4c794f","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-sampling-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","249","ExplTaskRegion5",3981.46,3981.46,2566370823834,2566370823834,5558734568360,5558734568360,68677617558,68677617558,277932563,277932563,47857106927,47857106927,97445641,97445641,39226423882,39226423882,16253527949,16253527949,2566370823834,2566370823834,5009313627896,5009313627896,236389114536,236389114536,313031825928,313031825928,183783167464,183783167464,130028223592,130028223592
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","24","archer-noread","(nil)","n/a","n/a","ImplTaskRegion1",0.258039,152.922,147901341,86810299796,219190250,223564652486,5752346,2995835621,248620,9721171,2501888,2096301005,60349,5650355,4714290,819161189,1679729,728681593,147901341,86810299796,173171482,199597967518,8787240,17458598296,37231528,6508086672,24276488,723836768,13437832,5829452744
"359.botsspar","24","archer-noread","0x4c446b","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-noread-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","222","ImplTaskRegion2",65.053,3663.27,19185612470,1927431144767,42698100933,5088345800254,648064341,66449936928,40470006,188580462,672186728,52137726152,22625632,117067011,1506643148,20334816075,811909977,2858266304,19185612470,1927431144767,37513586205,4556746304830,-6687625400,369857502912,11872140128,161741992512,5557865368,139812398168,6495279816,22866130432
"359.botsspar","24","archer-noread","0x4c5f92","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-noread-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","230","ExplTaskRegion3",40.3798,40.3798,28282807045,28282807045,75238708518,75238708518,960990609,960990609,3696298,3696298,553834073,553834073,2520702,2520702,210342927,210342927,38135745,38135745,28282807045,28282807045,67550783646,67550783646,6025347072,6025347072,1662577800,1662577800,1377657456,1377657456,305085960,305085960
"359.botsspar","24","archer-noread","0x4c6142","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-noread-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","237","ExplTaskRegion4",41.0553,41.0553,27576726212,27576726212,71598215480,71598215480,691164279,691164279,3369360,3369360,350637594,350637594,2034789,2034789,195208325,195208325,42377128,42377128,27576726212,27576726212,66068901248,66068901248,3983925944,3983925944,1545388288,1545388288,1222649576,1222649576,339017024,339017024
"359.botsspar","24","archer-noread","0x4c62cf","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/359.botsspar/build/build_base_archer-noread-profiler.0000/omp-tasks/sparselu/sparselu_single/sparselu.c","249","ExplTaskRegion5",3516.78,3516.78,1852385999040,1852385999040,4898810775323,4898810775323,64149717699,64149717699,141044798,141044798,50561067757,50561067757,89885888,89885888,18422621675,18422621675,1965843454,1965843454,1852385999040,1852385999040,4385613033731,4385613033731,366535855296,366535855296,146661886296,146661886296,131654225768,131654225768,15726747632,15726747632
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"359.botsspar","24","archer","(nil)","n/a","n/a","ImplTaskRegion1",0.258551,96.1292,147901679,85271806685,219190595,207505775598,5675548,2305454741,243303,8481323,2462760,1617345722,49485,3783924,4641350,787801984,1681320,308860065,147901679,85271806685,173786211,189062137670,8669464,12171493448,36734920,6272144480,23680240,3831535352,13450560,2470880520
