"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","48","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",5.50915,57.4727,4047020104,25004544310,8369650228,42241044466,259327091,3405778771,103028895,225593443,289725373,1333624075,23317512,50273419,45607575,357050843,27662713,281188226,4047020104,25004544310,8110323137,38835265695,237037028,3099001347,22290063,306777424,17944862,75862617,27662713,281188226
"360.ilbdc","48","ixe-base","0x40411b","n/a","n/a","ImplTaskRegion2",11.7166,11.7166,3120707292,3120707292,7376419680,7376419680,43670452,43670452,37154736,37154736,69025180,69025180,8614746,8614746,16403357,16403357,10196042,10196042,3120707292,3120707292,7332749228,7332749228,35881841,35881841,7788611,7788611,6207315,6207315,10196042,10196042
"360.ilbdc","48","ixe-base","0x40ca27","n/a","n/a","ImplTaskRegion3",1.75724,1.75724,215279469,215279469,303147192,303147192,25490517,25490517,10533887,10533887,21353901,21353901,2797219,2797219,9637642,9637642,5779403,5779403,215279469,215279469,277656675,277656675,18650094,18650094,6840423,6840423,3858239,3858239,5779403,5779403
"360.ilbdc","48","ixe-base","0x40cc3c","n/a","n/a","ImplTaskRegion4",26.7042,26.7042,669634333,669634333,860370703,860370703,73481032,73481032,4106327,4106327,46105408,46105408,715236,715236,52150102,52150102,34914129,34914129,669634333,669634333,786889671,786889671,22046166,22046166,51434866,51434866,17235973,17235973,34914129,34914129
"360.ilbdc","48","ixe-base","0x40cca7","n/a","n/a","ImplTaskRegion5",124.586,124.586,1097149303,1097149303,1402782064,1402782064,115660135,115660135,11057972,11057972,93686298,93686298,872653,872653,99723618,99723618,63757488,63757488,1097149303,1097149303,1287121929,1287121929,16809170,16809170,98850965,98850965,35966130,35966130,63757488,63757488
"360.ilbdc","48","ixe-base","0x40b34e","n/a","n/a","ImplTaskRegion6",1623.87,1623.87,800697611751,800697611751,1200844696921,1200844696921,143840499035,143840499035,1078121041,1078121041,42271469258,42271469258,350908286,350908286,13238614227,13238614227,11948295471,11948295471,800697611751,800697611751,1057004197886,1057004197886,130952793094,130952793094,12887705941,12887705941,1290318756,1290318756,11948295471,11948295471
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","48","base","(nil)","n/a","n/a","ImplTaskRegion1",0.151458,3.64724,160730729,911787817,532661185,2693255939,3841157,124085030,228354,1087048,2276615,77286623,189036,901468,3896599,122676968,3531564,111026463,160730729,911787817,528820028,2569170909,133594,2309530,3707563,121775500,365035,11650505,3531564,111026463
"360.ilbdc","48","base","0x402c5e","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/mod_benchgeo.fppized.f90","36","ImplTaskRegion2",0.0145726,0.0145726,456525,456525,218681,218681,63033,63033,66189,66189,118837,118837,28655,28655,76452,76452,46577,46577,456525,456525,155648,155648,15236,15236,47797,47797,29875,29875,46577,46577
