"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"367.imagick","48","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",4.02746,96.8616,2605062557,52251094074,3805762591,93794762997,159891030,9313012464,215629613,298454769,347535212,1204569055,51442031,69947964,98066538,656691868,57912364,220280704,2605062557,52251094074,3645871561,84481750533,113266523,8726268560,46624507,586743904,40154174,436411164,57912364,220280704
"367.imagick","48","ixe-base","0x5342ec","n/a","n/a","ImplTaskRegion2",12.7534,12.7534,2955844095,2955844095,7094945006,7094945006,45039987,45039987,50411834,50411834,86685638,86685638,12270647,12270647,21451836,21451836,10999932,10999932,2955844095,2955844095,7049905019,7049905019,35858798,35858798,9181189,9181189,10451904,10451904,10999932,10999932
"367.imagick","48","ixe-base","0x46e118","n/a","n/a","ImplTaskRegion3",0.570933,0.570933,99171107,99171107,142801649,142801649,6922845,6922845,10490530,10490530,16720276,16720276,2670395,2670395,4402394,4402394,2705779,2705779,99171107,99171107,135878804,135878804,5190846,5190846,1731999,1731999,1696615,1696615,2705779,2705779
"367.imagick","48","ixe-base","0x5cde60","n/a","n/a","ImplTaskRegion4",0.997159,0.997159,62322556,62322556,78464889,78464889,3268722,3268722,4178645,4178645,6935356,6935356,1221055,1221055,2015540,2015540,843702,843702,62322556,62322556,75196167,75196167,2474237,2474237,794485,794485,1171838,1171838,843702,843702
"367.imagick","48","ixe-base","0x5cc560","n/a","n/a","ImplTaskRegion5",1.6804,1.6804,47190690,47190690,64764871,64764871,2988705,2988705,4472157,4472157,7155441,7155441,1331414,1331414,2132360,2132360,1350106,1350106,47190690,47190690,61776166,61776166,2187759,2187759,800946,800946,782254,782254,1350106,1350106
"367.imagick","48","ixe-base","0x60e056","n/a","n/a","ImplTaskRegion6",0.29457,0.29457,17219290,17219290,23801573,23801573,1291640,1291640,2074366,2074366,3206877,3206877,725757,725757,1151471,1151471,553123,553123,17219290,17219290,22509933,22509933,865926,865926,425714,425714,598348,598348,553123,553123
"367.imagick","48","ixe-base","0x5b7c55","n/a","n/a","ImplTaskRegion7",5.03921,5.03921,92217674,92217674,183870492,183870492,7427697,7427697,13794401,13794401,20337292,20337292,5934802,5934802,9610129,9610129,4751408,4751408,92217674,92217674,176442795,176442795,3752370,3752370,3675327,3675327,4858721,4858721,4751408,4751408
"367.imagick","48","ixe-base","0x5b66e5","n/a","n/a","ImplTaskRegion8",13.8242,13.8242,836963343,836963343,1006979586,1006979586,34827914,34827914,7408915,7408915,27178026,27178026,1988753,1988753,13062442,13062442,8110487,8110487,836963343,836963343,972151672,972151672,23754225,23754225,11073689,11073689,4951955,4951955,8110487,8110487
"367.imagick","48","ixe-base","0x4f915c","n/a","n/a","ImplTaskRegion9",5.03568,5.03568,137356699,137356699,213865535,213865535,7588037,7588037,7039900,7039900,13685308,13685308,3328538,3328538,8614007,8614007,4860471,4860471,137356699,137356699,206277498,206277498,2302568,2302568,5285469,5285469,3753536,3753536,4860471,4860471
"367.imagick","48","ixe-base","0x4ab4ea","n/a","n/a","ImplTaskRegion10",3994.68,3994.68,2220897095774,2220897095774,3969622363160,3969622363160,436590435211,436590435211,1169680595,1169680595,36081524872,36081524872,345354651,345354651,25645938025,25645938025,8674615686,8674615686,2220897095774,2220897095774,3533031927949,3533031927949,411289851837,411289851837,25300583374,25300583374,16971322339,16971322339,8674615686,8674615686
"367.imagick","48","ixe-base","0x514100","n/a","n/a","ImplTaskRegion11",33.6536,33.6536,5018069491,5018069491,8283864014,8283864014,216019731,216019731,755307896,755307896,885257621,885257621,5963295,5963295,39620560,39620560,24476881,24476881,5018069491,5018069491,8067844283,8067844283,182362466,182362466,33657265,33657265,15143679,15143679,24476881,24476881
"367.imagick","48","ixe-base","0x608e3b","n/a","n/a","ImplTaskRegion12",3.53085,3.53085,253123262,253123262,451492972,451492972,12628640,12628640,7347922,7347922,18303405,18303405,1332229,1332229,10754442,10754442,5303145,5303145,253123262,253123262,438864332,438864332,3206427,3206427,9422213,9422213,5451297,5451297,5303145,5303145
"367.imagick","48","ixe-base","0x4b18a4","n/a","n/a","ImplTaskRegion13",25.8216,25.8216,1102434799,1102434799,1651654298,1651654298,41459606,41459606,16118718,16118718,37584331,37584331,8372465,8372465,22690490,22690490,12293515,12293515,1102434799,1102434799,1610194692,1610194692,27141581,27141581,14318025,14318025,10396975,10396975,12293515,12293515
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"367.imagick","48","base","(nil)","n/a","n/a","ImplTaskRegion1",0.0668781,2.06674,5407354,114886093,9586002,3410919918,319947,276962280,91121,195528,233289,12384944,47588,85229,241301,58495720,207631,5016224,5407354,114886093,9266055,3133957638,126234,218551789,193713,58410491,33670,53479496,207631,5016224
"367.imagick","48","base","0x4ac072","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/367.imagick/build/build_base_base-profiler.0000/magick_image.c","n/a","ImplTaskRegion2",0.00778556,0.00778556,161104,161104,186427,186427,25536,25536,62492,62492,85580,85580,26338,26338,38975,38975,19287,19287,161104,161104,160891,160891,12899,12899,12637,12637,19688,19688,19287,19287
