"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","12","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",5.16605,114.352,4271703911,74945912813,8884433857,111604818802,263052818,12536077605,152305984,439633412,342392363,4105736984,23767542,66493861,43345355,890646765,26562143,752129195,4271703911,74945912813,8621381039,99068741197,243475005,11711924701,19577813,824152904,16783212,138517570,26562143,752129195
"360.ilbdc","12","ixe-base","0x40411b","n/a","n/a","ImplTaskRegion2",4.67545,4.67545,1059245671,1059245671,1939717364,1939717364,51751693,51751693,77509327,77509327,124232109,124232109,17951847,17951847,29526444,29526444,18193642,18193642,1059245671,1059245671,1887965671,1887965671,40177096,40177096,11574597,11574597,11332802,11332802,18193642,18193642
"360.ilbdc","12","ixe-base","0x40ca27","n/a","n/a","ImplTaskRegion3",0.745174,0.745174,311133543,311133543,381292341,381292341,25608624,25608624,3605012,3605012,12112445,12112445,878325,878325,6454301,6454301,3464124,3464124,311133543,311133543,355683717,355683717,20032648,20032648,5575976,5575976,2990177,2990177,3464124,3464124
"360.ilbdc","12","ixe-base","0x40cc3c","n/a","n/a","ImplTaskRegion4",3.6981,3.6981,400125295,400125295,540229191,540229191,66472312,66472312,2184792,2184792,30461892,30461892,383849,383849,36089964,36089964,18994435,18994435,400125295,400125295,473756879,473756879,30766197,30766197,35706115,35706115,17095529,17095529,18994435,18994435
"360.ilbdc","12","ixe-base","0x40cca7","n/a","n/a","ImplTaskRegion5",3.70434,3.70434,378787876,378787876,517809267,517809267,66115097,66115097,2167510,2167510,30152492,30152492,392060,392060,36212255,36212255,19061053,19061053,378787876,378787876,451694170,451694170,30294902,30294902,35820195,35820195,17151202,17151202,19061053,19061053
"360.ilbdc","12","ixe-base","0x40b34e","n/a","n/a","ImplTaskRegion6",1231,1231,784986732976,784986732976,1147793241023,1147793241023,145323421022,145323421022,596732219,596732219,41150615698,41150615698,191554247,191554247,11225249890,11225249890,10173182405,10173182405,784986732976,784986732976,1002469820001,1002469820001,134289725379,134289725379,11033695643,11033695643,1052067485,1052067485,10173182405,10173182405
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"360.ilbdc","12","base","(nil)","n/a","n/a","ImplTaskRegion1",0.12473,8.6227,160728605,3134334584,532658059,9051033063,3848445,484167643,237469,1123870,2368399,303104447,182904,938835,3892436,475790597,3493691,451507208,160728605,3134334584,528809614,8566865420,138913,9315881,3709532,474851762,398745,24283389,3493691,451507208
"360.ilbdc","12","base","0x402c5e","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/mod_benchgeo.fppized.f90","36","ImplTaskRegion2",0.00510097,0.00510097,346282,346282,90953,90953,42730,42730,20846,20846,53975,53975,10511,10511,48798,48798,25683,25683,346282,346282,48223,48223,4443,4443,38287,38287,23115,23115,25683,25683
"360.ilbdc","12","base","0x408e50","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/ilbdc-kernel.fppized.f90","129","ImplTaskRegion3",0.0237358,0.0237358,7708660,7708660,5326452,5326452,1052079,1052079,10308,10308,929643,929643,7175,7175,1056255,1056255,479558,479558,7708660,7708660,4274373,4274373,2999,2999,1049080,1049080,576697,576697,479558,479558
"360.ilbdc","12","base","0x408fc6","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/ilbdc-kernel.fppized.f90","147","ImplTaskRegion4",0.0842259,0.0842259,18271695,18271695,43554,43554,2287046,2287046,9000,9000,2279105,2279105,6689,6689,2294614,2294614,2156219,2156219,18271695,18271695,-2243492,-2243492,-879,-879,2287925,2287925,138395,138395,2156219,2156219
"360.ilbdc","12","base","0x409000","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/ilbdc-kernel.fppized.f90","154","ImplTaskRegion5",0.0846322,0.0846322,18271702,18271702,42278,42278,2285804,2285804,8390,8390,2277425,2277425,6079,6079,2290749,2290749,2153329,2153329,18271702,18271702,-2243526,-2243526,1134,1134,2284670,2284670,137420,137420,2153329,2153329
"360.ilbdc","12","base","0x407dbe","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/360.ilbdc/build/build_base_base-profiler.0000/mod_relax.fppized.f90","26","ImplTaskRegion6",100.101,100.101,35551671064,35551671064,101836193155,101836193155,5757134916,5757134916,6088511,6088511,3626866138,3626866138,5302800,5302800,5651575577,5651575577,5351244971,5351244971,35551671064,35551671064,96079058239,96079058239,110862139,110862139,5646272777,5646272777,300330606,300330606,5351244971,5351244971
