"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"352.nab","12","ixe-base","(nil)","n/a","n/a","ImplTaskRegion1",20.2622,129.815,26780649511,166604278724,29470598788,203019356978,790272044,6622289434,366433514,905192412,723946316,3945414438,68252051,201394307,143815943,666484171,59109805,303268663,26780649511,166604278724,28680326744,196397067544,714708152,6157199570,75563892,465089864,84706138,363215508,59109805,303268663
"352.nab","12","ixe-base","0x412e09","n/a","n/a","ImplTaskRegion2",186.659,186.659,156961222285,156961222285,195009606285,195009606285,5188606702,5188606702,534220046,534220046,3368227199,3368227199,50872902,50872902,507088166,507088166,255922780,255922780,156961222285,156961222285,189820999583,189820999583,4732391438,4732391438,456215264,456215264,251165386,251165386,255922780,255922780
"352.nab","12","ixe-base","0x406ac0","n/a","n/a","ImplTaskRegion3",3.30948,3.30948,3810478653,3810478653,4611477691,4611477691,217107469,217107469,44034269,44034269,137960257,137960257,24647438,24647438,51683704,51683704,19722994,19722994,3810478653,3810478653,4394370222,4394370222,190071203,190071203,27036266,27036266,31960710,31960710,19722994,19722994
"352.nab","12","ixe-base","0x409325","n/a","n/a","ImplTaskRegion4",120.569,120.569,173715527292,173715527292,218787235261,218787235261,6994548388,6994548388,348796052,348796052,3441281777,3441281777,68143970,68143970,417409714,417409714,199232901,199232901,173715527292,173715527292,211792686873,211792686873,6645282644,6645282644,349265744,349265744,218176813,218176813,199232901,199232901
"352.nab","12","ixe-base","0x409413","n/a","n/a","ImplTaskRegion5",430.416,430.416,600955687251,600955687251,745069023212,745069023212,26223760939,26223760939,1136067487,1136067487,13513927624,13513927624,115460060,115460060,1425564249,1425564249,695749646,695749646,600955687251,600955687251,718845262273,718845262273,24913656750,24913656750,1310104189,1310104189,729814603,729814603,695749646,695749646
"352.nab","12","ixe-base","0x409524","n/a","n/a","ImplTaskRegion6",272.709,272.709,400610472472,400610472472,503715637121,503715637121,15761235532,15761235532,731424525,731424525,7977076349,7977076349,112573823,112573823,830620764,830620764,400124219,400124219,400610472472,400610472472,487954401589,487954401589,15043188591,15043188591,718046941,718046941,430496545,430496545,400124219,400124219
"352.nab","12","ixe-base","0x406a2d","n/a","n/a","ImplTaskRegion7",137.453,137.453,202226035084,202226035084,237139032951,237139032951,7971745054,7971745054,477864505,477864505,3463070338,3463070338,114658132,114658132,584473474,584473474,281020909,281020909,202226035084,202226035084,229167287897,229167287897,7501929712,7501929712,469815342,469815342,303452565,303452565,281020909,281020909
"App","numthreads","variant","Codeptr","Filename","Codeline","Region","Time_Exclusive","Time_Inclusive","MEM_INST_RETIRED:ALL_STORES_excl","MEM_INST_RETIRED:ALL_STORES_incl","MEM_INST_RETIRED:ALL_LOADS_excl","MEM_INST_RETIRED:ALL_LOADS_incl","L1D:REPLACEMENT_excl","L1D:REPLACEMENT_incl","L2_RQSTS:ALL_CODE_RD_excl","L2_RQSTS:ALL_CODE_RD_incl","L2_RQSTS:ALL_DEMAND_REFERENCES_excl","L2_RQSTS:ALL_DEMAND_REFERENCES_incl","L2_RQSTS:CODE_RD_MISS_excl","L2_RQSTS:CODE_RD_MISS_incl","LLC_REFERENCES_excl","LLC_REFERENCES_incl","LLC_MISSES_excl","LLC_MISSES_incl","L1D_W_A = L1D_W_H_excl","L1D_W_A = L1D_W_H_incl","L1D_R_H_excl","L1D_R_H_incl","L2D_H_excl","L2D_H_incl","L3D_A_excl","L3D_A_incl","L3_H_excl","L3_H_incl","MEM_excl","MEM_incl"
"352.nab","12","base","(nil)","n/a","n/a","ImplTaskRegion1",0.820909,9.62021,468673016,3753392467,1100556091,17935990950,29724122,249749879,2361481,10264237,20136672,125869447,595728,1548360,7755019,27694236,1865822,9939334,468673016,3753392467,1070831969,17686241071,22564831,223604003,7159291,26145876,5889197,17754902,1865822,9939334
"352.nab","12","base","0x40b8a5","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/352.nab/build/build_base_base-profiler.0000/nblist.c","889","ImplTaskRegion2",5.76339,5.76339,3992668335,3992668335,9763917835,9763917835,172302067,172302067,2117662,2117662,155635467,155635467,235209,235209,16832898,16832898,7385373,7385373,3992668335,3992668335,9591615768,9591615768,155704378,155704378,16597689,16597689,9447525,9447525,7385373,7385373
"352.nab","12","base","0x403c8a","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/352.nab/build/build_base_base-profiler.0000/./eff.c","795","ImplTaskRegion3",0.126285,0.126285,68619051,68619051,330318752,330318752,6148758,6148758,1214631,1214631,3254847,3254847,196458,196458,2355262,2355262,661979,661979,68619051,68619051,324169994,324169994,3989954,3989954,2158804,2158804,1693283,1693283,661979,661979
"352.nab","12","base","0x40490c","/rwthfs/rz/cluster/work/pj416018/jube-out/spec-out/benchspec/OMP2012/352.nab/build/build_base_base-profiler.0000/./eff.c","1689","ImplTaskRegion4",14.3918,14.3918,1690063385,1690063385,27345723626,27345723626,516103944,516103944,7035864,7035864,125631332,125631332,270188,270188,14829604,14829604,7128795,7128795,1690063385,1690063385,26829619682,26829619682,501544528,501544528,14559416,14559416,7700809,7700809,7128795,7128795
